ticker,date,headline,content,source,headline_sentiment,content_sentiment,vader_compound,sentiment_label
AAPL,2026-02-09,Donald Trump Slams Bad Bunny’s Super Bowl Halftime Show as a ‘Slap in the Face to Our Country’: ‘Nobody Understands a Word This Guy Is Saying’,"Donald Trump took to social media during the Super Bowl to criticize Bad Bunny’s halftime show. 
“The Super Bowl Halftime Show is absolutely terrible, one of the worst, EVER!” Trump posted on Truth … [+2859 chars]",Variety,0.1027,-0.5838,-0.1719,negative
AAPL,2026-02-09,Hong Kong media tycoon Jimmy Lai sentenced to total of 20 years in national security trial,"Investment Ideas
Grow your wealth with stock ideas &amp; sectoral trends.
Stock Reports Plus
Buy low &amp; sell high with access to Stock Score, Upside potential &amp; more. 
BigBull Portfolio
G… [+439 chars]",The Times of India,0.3182,0.2732,0.30019999999999997,positive
AAPL,2026-02-09,Top 10 trending phones of week 6,"The Galaxy S26 Ultra is back on top of our trending chart, making it three wins before it's even officially announced. We've little doubt it will add to its tally once it goes on sale towards the end… [+584 chars]",GSMArena.com,0.2023,0.5095,0.32517999999999997,positive
AAPL,2026-02-09,DSA-6125-1 usbmuxd - security update,"-----BEGIN PGP SIGNED MESSAGE-----
Hash: SHA512
- -------------------------------------------------------------------------
Debian Security Advisory DSA-6125-1 security@debian.org
https://www.deb… [+1737 chars]",Debian.org,0.34,0.34,0.34,positive
AAPL,2026-02-08,Big Tech Valuations Drop by $1 Trillion Amid Record AI Spending Spree,The honeymoon phase of the AI boom is facing a major reality check as Big Techs Magnificent Seven grapple with a staggering $1 trillion valuation wipeout. The world has spent the last year marveling … [+2590 chars],Android Headlines,-0.2732,0.5994,0.07584000000000005,positive
AAPL,2026-02-08,How to watch Formula 1 races on Apple TV - 9to5Mac,"Starting with the 2026 season, Apple TV has entered an exclusive deal to broadcast Formula 1 in the United States, including all Grand Prix, qualifying and practice sessions in the United States. 
I… [+5251 chars]",9to5Mac,0.0,0.8442,0.33768,positive
AAPL,2026-02-08,"All About Robert Kraft's 4 Children, Sons Jonathan, Daniel, Josh and David","<ul><li>Robert Kraft has four adult children: Jonathan, Daniel, Josh and David
</li><li>The New England Patriots owner shares his sons with his late wife, Myra Kraft, whom he married in 1963
</li><… [+8794 chars]",PEOPLE,0.0,0.296,0.1184,positive
AAPL,2026-02-08,"Apple MacBook Pro 14” M5 16GB/1TB $2,559 @ Amazon AU (Officeworks PB Approved Ymmv)","$2,559 @ Amazon AU Approx $2,431 @ Officeworks after 5% price beat (approved)
Picked up a 14-inch MacBook Pro (M5) with 16GB unified memory and 1TB SSD for approx $2,431 brand new via Officeworks pr… [+831 chars]",Ozbargain.com.au,0.5423,0.5106,0.52962,positive
AAPL,2026-02-08,"Jim Cramer Says 'I Will Defend Amazon' After $200 Billion Spending Plan Triggers Selloff, Calls Google 'The Prize'","Jim Cramer came to Amazon.com Incs (NASDAQ:AMZN) defense on Friday morning, even as he acknowledged a fundamental shift in the markets relationship with mega-cap technology stocks.
Despite Amazons d… [+1869 chars]",Yahoo Entertainment,0.6124,0.1466,0.42608000000000007,positive
AAPL,2026-02-08,How to watch Super Bowl on Channel 5 (it's free),"You can watch the 2026 Super Bowl live on Channel 5, streaming for free, on February 8. The free stream includes pre-game, Bad Bunny halftime show, and every touchdown as Patriots v Seahawks grips NF… [+3040 chars]",TechRadar,0.5994,0.7906,0.67588,positive
AAPL,2026-02-08,Singapore investors pile on technology & AI stocks,"SINGAPORE Local retail investors have been piling into Nasdaq-listed technology and artificial intelligence (AI) names since the fourth quarter of 2025, and their appetite has stayed strong into the … [+5114 chars]",The Straits Times,0.0,0.7506,0.30024000000000006,positive
AAPL,2026-02-08,Monday Morning Update 2/9/26,"Top News 
Apple is reportedly abandoning the delayed launch of a rumored virtual health coach app and will instead incorporate some of its planned features, such as gait analysis, into its Health ap… [+8236 chars]",Histalk2.com,0.0,-0.4019,-0.16076000000000001,negative
AAPL,2026-02-08,"Report from ""Apple insider"" states when you'll be able to get your first look at Siri 2.0","A discussion is a place, where people can voice their opinion, no matter if it
 is positive, neutral or negative. However, when posting, one must stay true to the topic, and not just share some
 ra… [+1082 chars]",PhoneArena,0.0,-0.0742,-0.02968,neutral
AAPL,2026-02-08,"Show HN: RoundsKeeper score tracking app for games (Swift, no ads/tracking)","Each build is available to test for up to 90 days, starting from the day the developer uploads their build. You can see how many days you have left for testing under the app name in TestFlight. TestF… [+11420 chars]",Apple Newsroom,-0.296,0.0,-0.17759999999999998,negative
AAPL,2026-02-08,Mike Tyson Takes a Bite Out of Processed Food in MAHA’s Super Bowl Ad,"As millions of Americans settled in for wings, nachos, and beer, Mike Tyson had a different suggestion: try an apple.
The former heavyweight champion stars in a 30-second Super Bowl ad from the MAHA… [+2095 chars]",Adweek,0.5994,0.8316,0.69228,positive
AAPL,2026-02-08,How to watch Super Bowl on 7Plus (it's free),"You can watch the 2026 Super Bowl live on 7Plus , streaming for free, on February 8, 2026. The free stream includes pre-game, halftime show and every touchdown as Patriots vs Seahawks grips American … [+2889 chars]",TechRadar,0.5994,0.8885,0.71504,positive
AAPL,2026-02-08,"Super Bowl LX Viewing Guide: Who's Playing, Who's Performing & More!","Posted in: Current News, NBC, NFL, Peacock, Sports, Super Bowl, TV | Tagged: super bowl, Super Bowl LX
Seattle Seahawks. New England Patriots. Super Bowl LX. Here's your viewing guide to the big gam… [+8780 chars]",Bleeding Cool News,0.7177,0.9485,0.81002,positive
AAPL,2026-02-08,"More Galaxy S26 details, iPhone Fold design, Pixel 10a, Week 6 in review","We are now a week into February, and it's no wonder that the upcoming Samsung Galaxy S26 lineup is dominating the news cycle. The most popular article from the past seven days is about the official t… [+1792 chars]",GSMArena.com,0.0,-0.079,-0.0316,neutral
AAPL,2026-02-08,The Future of Apple Fitness+ Remains 'Under Review',"The future of Apple Fitness+ remains ""under review,"" according to the latest word from Bloomberg's Mark Gurman. However, he did not share any specific details.
""If I were to guess, Apple will ultima… [+727 chars]",MacRumors,0.0,-0.2235,-0.08940000000000001,negative
AAPL,2026-02-08,Apple CEO Tim Cook drops strong immigration message,"Ive read a lot of CEO talking points over the years, and most of them are carefully sanded down to avoid saying much of anything.
Tim Cooks latest comments to Apple employees about immigration dont … [+7891 chars]",TheStreet,0.5106,-0.1779,0.23520000000000002,positive
AAPL,2026-02-08,Here Are Tim Cook's Full Remarks About Apple's 50th Anniversary Plans,"In a recent all-hands meeting, Apple CEO Tim Cook told employees to ""stay tuned"" about the company's plans for its upcoming 50th anniversary. Apple was founded on April 1, 1976, so the company will t… [+1623 chars]",MacRumors,0.0,0.0,0.0,neutral
AAPL,2026-02-08,Gurman: iPhone 17e is Imminent,"Bloomberg’s Mark Gurman reported this morning that Apple will kick off a big 2026 with the iPhone 17e, which he says is due imminently. Leaving aside the fact that Apple already kicked of 2026 with i… [+2517 chars]",Thurrott.com,0.0,0.0,0.0,neutral
AAPL,2026-02-08,Amazon Discounts Anker's Newest Prime Chargers,"Earlier this week, Anker debuted its new Prime 3-in-1 Wireless Charging Station with a launch discount on Amazon. If ordered this week, you can clip the on-page coupon on Amazon to get the accessory … [+1323 chars]",MacRumors,0.1779,0.34,0.24274,positive
AAPL,2026-02-08,"2026 Super Bowl: How to Watch For Free on iPhone, iPad, and Apple TV","Super Bowl LX is today (Sunday, February 8), and there is a way for U.S. viewers to watch for free. Our instructions below are focused on the iPhone, iPad, Mac, and Apple TV, but this method will of … [+1609 chars]",MacRumors,0.802,0.6597,0.74508,positive
AAPL,2026-02-08,The iPhone 17e will reportedly bring some key upgrades without raising the price,"Apple is keeping the entry level for iPhones at $599, according to Bloomberg's Mark Gurman. In the latest Power On report, Gurman said that the iPhone 17e is ""due imminently"" and will keep the same p… [+1252 chars]",Slashdot.org,0.0,0.0,0.0,neutral
AAPL,2026-02-08,4 reasons why I choose wired Android Auto every time,"There was a time when every time I sat in my car and turned the ignition, the infotainment would light up. And this would immediately project all my contacts, media, favorite Android Auto fun apps, a… [+4935 chars]",MakeUseOf,0.0,0.743,0.2972,positive
AAPL,2026-02-08,"Bloomberg reveals iPhone 17e features and price as iPad 12, iPad Air 8 and new Macs will launch soon","Googles entry-level phone of 2026, the Pixel 10a, already has an official launch date but probably wont offer many notable upgrades aside from four new color variants. In contrast, Apple seems to be … [+1513 chars]",Notebookcheck.net,0.0,0.0,0.0,neutral
AAPL,2026-02-08,"Paul Thomas Anderson wins for Outstanding Directorial Achievement at the 78th DGA Awards, other winners announced","Ever since Paul Thomas Anderson‘s One Battle After Anotherhit theaters, it’s been one of the most talked-about films of 2025. Everyone I know (and even people I don’t) has been singing its praises, a… [+13987 chars]",JoBlo.com,0.93,0.2023,0.63892,positive
AAPL,2026-02-08,Turn Any Song Into an iPhone Ringtone Without a Computer,"Customizing your iPhone ringtone can seem like a daunting task, especially if you want to avoid using a computer. However, Apples GarageBand app simplifies the process, allowing you to turn any song … [+4132 chars]",Geeky Gadgets,0.0,0.2177,0.08708,positive
AAPL,2026-02-08,"Apple iPhone 17e Launch, Price, Features & Specifications Details - Here Is Everything You Need To Know - Wccftech",The Fine Print: The following comments are owned by whoever posted them. We are not responsible for them in any way.,Slashdot.org,0.0,-0.0418,-0.01672,neutral
AAPL,2026-02-08,"Apple 20W USB-C Compact Power Adapter: Fast and Convenient Charging, Type C Wall Charger~$13.30 @ Amazon Or Walmart (3 replies)","This collaborative space allows users to contribute additional information, tips, and insights to enhance the original deal post. Feel free to share your knowledge and help fellow shoppers make infor… [+26 chars]",Slickdeals.net,0.1779,0.8591,0.45038,positive
AAPL,2026-02-08,I turned my phone into a document scanner and it's better than free apps,"We aren't in a totally paperless world yet. And phones are mini-offices now. There's still a lot of paper to deal with, which is why there are so many excellent document scanner apps floating around … [+6472 chars]",MakeUseOf,0.7351,0.6096,0.6849,positive
AAPL,2026-02-08,Wandering astronaut wallpapers for iPhone,"These wandering astronauts find themselves in varied environments, exploring through space and, perhaps, time. Several of the explorers find themselves on terrain, while others float in the void of s… [+1754 chars]",Idownloadblog.com,0.0,0.0,0.0,neutral
AAPL,2026-02-08,The iPhone 17e could launch soon with MagSafe and an A19 chip,"<ul><li></li><li></li><li></li></ul>
An updated iPad and iPad Air should land around the same time.
An updated iPad and iPad Air should land around the same time.
by
Terrence O'BrienClose
Posts … [+2334 chars]",The Verge,0.0,0.0,0.0,neutral
AAPL,2026-02-08,These are my early 2026 favorites for EDC iPhone tech accessories,"Lately, Ive been leaning more and more into a sling-based EDC. As a techy husband and father of two, I constantly find myself needing more space than my pockets can hold, but not always wanting to br… [+5376 chars]",9to5Mac,0.4215,0.0,0.25289999999999996,positive
AAPL,2026-02-08,Apple expert confirms the rumored iPhone 17e specs that might make it the upgrade most people need,"The math involved in buying the latest iPhone has always been quite simple: to get the latest and greatest, you had to pay the ""Pro"" tax. Opting for the cheaper model meant you'd be getting a design … [+3256 chars]",PhoneArena,0.0,0.5859,0.23436,positive
AAPL,2026-02-08,"iPhone 17e ‘due imminently’ with three key upgrades, no price change: report","Apple’s next iPhone launch is expected to be one of its cheapest. With the new iPhone 17e, a follow up to last years first generation iPhone 16e – the company will add three important upgrades to the… [+2657 chars]",9to5Mac,-0.296,0.2023,-0.09667999999999997,negative
AAPL,2026-02-08,"Apple iPhone 17e Launch “Imminent,” M5 Pro And M5 Max MacBook Pro Tipped To Launch In The First Week Of March","Apple is gearing up for a veritable product launch galore in the next few weeks, which could see the debut of the iPhone 17e, the M5 Pro and M5 Max MacBook Pro, and the iOS 26.4 update cycle - bringi… [+3117 chars]",Wccftech,0.0,0.0,0.0,neutral
AAPL,2026-02-08,Here’s how I optimize my iPhone’s battery life to make it last longer,"While smartphone battery life has somewhat got better over the years, it has improved a lot more slowly than most other elements of phones. So if you’re anything like me you’ll still be looking for w… [+6221 chars]",TechRadar,0.4939,0.8032,0.6176200000000001,positive
AAPL,2026-02-08,iOS 26.4: Here’s when Apple will release the first beta,"iOS 26.4 is set to be one of the most important updates ever for the iPhone, offering a suite of new Apple Intelligence and Siri features. A new report from Bloomberg today reveals Apple’s timeline f… [+1836 chars]",9to5Mac,0.0,0.6361,0.25444,positive
AAPL,2026-02-08,Report: M5 Pro and M5 Max MacBook Pro could launch ‘as early as’ March 2nd,"There’s been loads of speculation as to when the next generation MacBook Pros with high-end Apple Silicon would launch. Many thought January, then January came and went. All we knew is that they’d la… [+2193 chars]",9to5Mac,0.0,0.0,0.0,neutral
AAPL,2026-02-08,"ChatGPT, Google Gemini and Other AI Apps Might Be Coming to Apple’s CarPlay",Apple may soon make it much easier to use OpenAIs ChatGPT in your car. Anonymous sources toldBloomberg earlier this week that Apple is working on integrating third-party AI apps into its CarPlay inte… [+1883 chars],PCMag.com,0.0,0.4215,0.1686,positive
AAPL,2026-02-08,Gurman: iPhone 17e Launch 'Imminent' With Four New Features,"Apple's iPhone 17e is set to launch ""imminently"" with at least four new features, according to Bloomberg's Mark Gurman.
In the latest edition of his ""Power On"" newsletter, Gurman said that the new l… [+732 chars]",MacRumors,0.0,0.0,0.0,neutral
AAPL,2026-02-08,AceFast 6-in-1 80 W GaN charging station review: The coolest wireless and wired charging station with a small footprint,"The AceFast 6-in-1 is a capable charging station for its competitive price, packing a decent 80 W power output in a smaller footprint that reduces cable clutter and offers a fixed spot for charging m… [+7127 chars]",Notebookcheck.net,0.0,0.5106,0.20424000000000003,positive
AAPL,2026-02-08,Apple's Recent iOS Update Required An Emergency Fix For Some iPhone Users,"With the announcement of the second-generation AirTag 2, Apple released iOS 26.2.1 to add compatibility to this item tracker, but it also released several other smaller updates to older iPhone models… [+1071 chars]",BGR,-0.3818,0.0,-0.22907999999999998,negative
AAPL,2026-02-08,How to watch Liverpool vs Manchester City in the USA: Live Stream and TV for 2025/2026 Premier League,"Here are all of the details of where you can watch Liverpool vs Manchester City on US television and via legal streaming:
<table><tr><td>WHO</td><td>Liverpool vs Manchester City</td></tr><tr><td>WHA… [+3060 chars]",Worldsoccertalk.com,0.0,0.128,0.0512,positive
AAPL,2026-02-08,The iPhone Successor? Apple’s New AI Pin is Basically a Talking AirTag,"Apple is reportedly working on an AI-powered wearable device that could transform how you interact with technology in your daily life. Designed to integrate seamlessly into Apple’s ecosystem, this co… [+5765 chars]",Geeky Gadgets,0.2263,0.0,0.13577999999999998,positive
AAPL,2026-02-08,Top Wall Street analysts like these stocks for long-term growth potential,"The latest earnings reports from major technology companies have revived investors' concerns about payoffs on elevated artificial intelligence (AI) spending. 
While some companies failed to impress … [+5682 chars]",CNBC,0.7096,0.4019,0.5865199999999999,positive
AAPL,2026-02-08,Why E cores make Apple Silicon fast,"If you use an Apple silicon Mac I’m sure you have been impressed by its performance. Whether you’re working with images, audio, video or building software, we’ve enjoyed a new turn of speed since the… [+4371 chars]",Eclecticlight.co,0.0,0.8271,0.33084,positive
AAPL,2026-02-08,"Apple iPhone 18 Pro Max, iPhone 18 Pro may drop Dynamic Island, get battery and processor upgrades","Apples iPhone 18 Pro series, still months away from launch, is already generating attention due to a steady stream of leaks pointing to notable design and hardware upgrades. Recent reports suggest ch… [+1502 chars]",The Times of India,0.128,0.0,0.0768,positive
AAPL,2026-02-08,I finally found an Android phone that beats the iPhone 17 Pro in video recording,"The iPhone has been held as the benchmark for phone video recording for as long as I can remember. And the assumption isnt baseless. Since the early iPhones, Apple has consistently delivered high vid… [+12692 chars]",Android Authority,0.0,0.0,0.0,neutral
AAPL,2026-02-08,How to watch Peacock from Canada - Stream the Super Bowl today!,"Are you a Canadian traveling abroad in the US, the UK, or elsewhere in the world? We’ll show you a simple way to watch your favorite Peacock streams no matter where you are.
Peacock is a well-known … [+3881 chars]",TechRadar,0.636,0.2263,0.47212,positive
AAPL,2026-02-08,Elizabeth Stone: Rise of a woman leader in the tech world,"<ul><li>News</li>
<li>Elizabeth Stone: Rise of a woman leader in the tech world</li></ul>
Follow Us On Social Media
'Shows how far we have gone from Allah': Farooq Abdullah on suicide bombing in P… [+1735 chars]",The Times of India,0.0,-0.6705,-0.2682,negative
AAPL,2026-02-08,Punjab government’s CM Health Insurance Scheme provides Rs 10 lakh cover to 65 lakh families: Kuldeep Dhaliwal,"<ul><li>News</li>
<li>India News</li>
<li>Punjab governments CM Health Insurance Scheme provides Rs 10 lakh cover to 65 lakh families: Kuldeep Dhaliwal</li></ul>
Follow Us On Social Media
'Shows … [+1808 chars]",The Times of India,0.0,0.0,0.0,neutral
AAPL,2026-02-08,"Woman walks alone to temple, faces catcalling – video sparks nationwide discussion on safety","<ul><li>News</li>
<li>lifestyle</li>
<li>trending</li>
<li>Woman walks alone to temple, faces catcalling video sparks nationwide discussion on safety</li></ul>
Follow Us On Social Media
'Shows h… [+1807 chars]",The Times of India,0.2023,-0.25,0.021379999999999996,neutral
AAPL,2026-02-08,"Relationships Can Be Difficult, But These Women Discuss How Being Single In Their 30’s Means They Value Themselves","TikTok, Unsplash
Relationships are wonderful, but they can also be difficult, and dating in the modern world has a lot of obstacles that make it very difficult.
Two women got on a podcast and talke… [+3179 chars]",Twistedsifter.com,0.3291,-0.8201,-0.13058000000000006,negative
AAPL,2026-02-08,Can wearing garnet help you get married?,"Follow Us On Social Media
'Shows how far we have gone from Allah': Farooq Abdullah on suicide bombing in Pakistan mosqueForeign investors return to Indian equity markets with Rs 8,129 crore in early… [+1643 chars]",The Times of India,0.4019,-0.6705,-0.02706000000000003,neutral
AAPL,2026-02-08,Optics Overhaul: Inside the iPhone 18 Pro Max’s New Camera System,"Apple is poised to elevate smartphone photography with the highly anticipated iPhone 18 Pro and Pro Max. These models are expected to introduce fantastic advancements, including a variable aperture s… [+6728 chars]",Geeky Gadgets,0.0,0.6808,0.27232,positive
AAPL,2026-02-08,Apple Adding Civilization VII and Other Games To Apple Arcade,"Apple will be adding Civilization VII on Apple Arcade for the iPad, Mac and iPhone.
Civilization VII is a strategy game by Sid Meier, the arcade version features the base game experience of Civiliza… [+718 chars]",iLounge,0.0,0.0,0.0,neutral
AAPL,2026-02-08,Apple Using 2NM Process For Their M6 and A20 Chip,"For their upcoming M6 and A20 chips, Apple is anticipated to be using the N2 base 2-nanometer process by TSMC for manufacturing. The company is planning to introduce the A20 chip in the new iPhone 18… [+685 chars]",iLounge,0.0,0.0,0.0,neutral
AAPL,2026-02-08,Bad Bunny: 56 iconic and hot moments that broke the internet,Bad Bunny is making history yet again as the first-ever Latino with a solo headlining performance at the Super Bowl Halftime Show returning to TV's biggest stage after making a guest appearance on Sh… [+12440 chars],Out.com,-0.743,0.1027,-0.40471999999999997,negative
AAPL,2026-02-08,iPhone 17e could debut in mid-February: Here is what we know so far,"Apples iPhone 17e could arrive sooner than expected. The company's next ""budget-friendly"" iPhone is widely rumoured to launch later this month, with internet chatter pointing to a mid-February debut.… [+3317 chars]",The Times of India,0.0,0.0,0.0,neutral
AAPL,2026-02-08,Social Democrats TD misses out on €1m from Palantir share boom off the back of Ice contracts,"For what shall it profit a man, if he shall gain the whole world, and lose his own soul? Thats some biblical wisdom that TD Eoin Hayes may be meditating on as the shares he liquidated on entering pol… [+6394 chars]",The Irish Times,0.0772,0.8481,0.38556,positive
AAPL,2026-02-08,Smartphone display sizes are about to smash through another barrier,"Smartphones have steadily gotten bigger every generation for years, even though phone manufacturers keep slimming them down as well. For some consumers, modern smartphones might be too large, and req… [+1684 chars]",PhoneArena,-0.128,0.2732,0.03248000000000001,neutral
AAPL,2026-02-08,Google to expand AirDrop support to more Android phones,"Google has confirmed that AirDrop-style sharing between Android and Apple devices will soon be available on more Android phones, not just Pixel models.
During a press briefing, Eric Kay, Googles vic… [+1189 chars]",Yugatech.com,0.6124,0.4215,0.5360400000000001,positive
AAPL,2026-02-08,Anker’s new Nano Charger comes with a built-In display,"Anker has introduced a new 45W Nano charger with a built-in screen, but while it adds useful charging data, many users may find the display more decorative than practical.
The new Anker Nano charger… [+1460 chars]",Yugatech.com,0.0,0.5927,0.23708,positive
AAPL,2026-02-08,This Practically Bulletproof Titanium Travel-Case Makes Your ‘Fragile’ Luxury Luggage Look Cheap,"Aluminum dents. That is the trade you accept with most premium luggage. The grooves look great in the lounge, then a few trips later you are quietly cataloguing every new crease and corner hit. You c… [+6920 chars]",Yanko Design,0.0,0.7717,0.30868000000000007,positive
AAPL,2026-02-08,2026 Directors Guild Awards Winners List,"The Directors Guild of America recognized the best film, TV and commercial directors of the past year at the 2026 DGA Awards.
Heading into Saturday night’s ceremony — hosted this year by Kumail Nanj… [+15822 chars]",Hollywood Reporter,0.7269,0.802,0.75694,positive
AAPL,2026-02-08,Directors Guild Awards 2026: Winners List (Updating Live),"The Directors Guild Awards are taking place in Beverly Hills on Saturday. TheWrap will update the list of winners as they are announced.
The DGA Award for theatrical film is one of the most reliable… [+5074 chars]",TheWrap,0.7269,0.8625,0.78114,positive
AAPL,2026-02-08,Directors Guild of America 2026 Awards Winners (Updating Live),"The 78th annual DGA Awards are underway in Los Angeles, honoring the year’s most outstanding directorial achievements in film and television. The ceremony is hosted by Oscar and Emmy-nominated comedi… [+17883 chars]",Variety,0.7269,0.8908,0.7924599999999999,positive
AAPL,2026-02-08,The latest iPhone ad shows why you can snap more natural looking group selfies with iPhone 17 series,"A discussion is a place, where people can voice their opinion, no matter if it
 is positive, neutral or negative. However, when posting, one must stay true to the topic, and not just share some
 ra… [+1082 chars]",PhoneArena,0.4201,-0.0742,0.22237999999999994,positive
AAPL,2026-02-08,"Samsung Unpacked 2026: 5 biggest rumors I'm seeing on Galaxy S26 Ultra, Buds 4 Pro, more","The Samsung Galaxy S25 series was unveiled at last year's winter Unpacked event.
Sabrina Ortiz/ZDNET
Follow ZDNET: Add us as a preferred source on Google.
ZDNET's key takeaways
<ul><li>The next S… [+6932 chars]",ZDNet,0.0,0.0,0.0,neutral
AAPL,2026-02-08,"M5 MacBook Air will just be a spec bump, but there’s one upgrade I really want to see","In many of its most recent hardware launches, including iPad Pro and iPhone 17 Pro, Apple has prioritized one thing heavily: thermals. With how powerful Apple Silicon can be, having sufficient passiv… [+2663 chars]",9to5Mac,0.2238,0.4215,0.30288,positive
AAPL,2026-02-08,I broke my 5-year iPhone upgrade rule with the latest model - here's why I'm not regretting it,"Apple/Maria Diaz/ZDNET
Follow ZDNET: Add us as a preferred source on Google.
As a former iPhone 14 Pro Max user, I still felt like my three-year-old iPhone gave me everything I needed when I traded… [+6000 chars]",ZDNet,-0.1386,0.3612,0.06132000000000003,positive
AAPL,2026-02-07,Amazon has a 4-pack of Apple AirTags on sale for 35% off this weekend - Mashable,The Fine Print: The following comments are owned by whoever posted them. We are not responsible for them in any way.,Slashdot.org,0.1779,-0.0418,0.09002,positive
AAPL,2026-02-07,iPhone 18 Pro: These rumored camera upgrades could launch later this year,"While iPhone Fold is certainly the more interesting iPhone launching this fall, the iPhone 18 Pro will always be important for one reason: cameras. iPhone Fold won’t be able to pack a flagship camera… [+2454 chars]",9to5Mac,0.0,0.7645,0.3058,positive
AAPL,2026-02-07,How to watch Club America vs Monterrey in the USA: Live Stream and TV for 2026 Liga MX Clausura Tournament,"Here are all of the details of where you can watch Club America vs Monterrey on US television and via legal streaming:
<table><tr><td>WHO</td><td>Club America vs Monterrey</td></tr><tr><td>WHAT</td>… [+2096 chars]",Worldsoccertalk.com,0.0,0.128,0.0512,positive
AAPL,2026-02-07,Indie App Spotlight: ‘WatchFit’ lets you make custom workouts for your Apple Watch,"Welcome to Indie App Spotlight. This is a weekly 9to5Mac series where we showcase the latest apps in the indie app world. If youre a developer and would like your app featured, get in contact.
If yo… [+1630 chars]",9to5Mac,0.0,0.6705,0.2682,positive
AAPL,2026-02-07,Apple Testing Two Major iPhone 18 Pro Camera Upgrades,"Apple is actively testing two major rear camera improvements for the iPhone, according to a reputable leaker.
The Weibo user known as ""Digital Chat Station"" claims that Apple is testing a new main c… [+2251 chars]",MacRumors,0.0,0.5574,0.22296000000000002,positive
AAPL,2026-02-07,iPhone 17e Reportedly Set to Launch This Month With 4 Major Upgrades - PCMag,"I THINK THEY SHOULD CONTINUE the policy of not giving a Nobel Prize for
paneling.
-- Jack Handley, The New Mexican, 1988.",Slashdot.org,0.0,-0.5773,-0.23092000000000001,negative
AAPL,2026-02-07,"No sound or microphone detected on Ubuntu 24.04.3 (MacBookPro13,1) pls help","Im having an audio issue on Ubuntu and I would really appreciate some help.
Here are my system details:
Hardware:
<ul><li>Model: Apple Inc. MacBookPro13,1
</li><li>CPU: Intel Core i7-6660U
</li>… [+649 chars]",Askubuntu.com,0.2023,0.7146,0.40722,positive
